uniprot_id,entry_name,protein,gene_name,organism,length,gene_names_(ordered_locus),gene_name_short,pathway,gene_ontology_ids,subcellular_location_[cc],interacts_with,locus
P74683,P74683_SYNY3,Sll0445 protein,sll0445,Synechocystis sp. (strain PCC 6803 / Kazusa),495,sll0445,NA,NA,NA,NA,NA,sll0445
P74684,P74684_SYNY3,Sll0444 protein,sll0444,Synechocystis sp. (strain PCC 6803 / Kazusa),167,sll0444,NA,NA,GO:0016021,NA,NA,sll0444
P74685,P74685_SYNY3,Sll0443 protein,sll0443,Synechocystis sp. (strain PCC 6803 / Kazusa),469,sll0443,NA,NA,GO:0016020,NA,NA,sll0443
P74686,P74686_SYNY3,Antiviral protein,ski2,Synechocystis sp. (strain PCC 6803 / Kazusa),1006,NA,ski2,NA,GO:0003676; GO:0005524,NA,NA,slr0451
P74687,P74687_SYNY3,Sll0442 protein,sll0442,Synechocystis sp. (strain PCC 6803 / Kazusa),111,sll0442,NA,NA,GO:0016021,NA,NA,sll0442
P74688,P74688_SYNY3,Sll0441 protein,sll0441,Synechocystis sp. (strain PCC 6803 / Kazusa),460,sll0441,NA,NA,NA,NA,NA,sll0441
P74691,P74691_SYNY3,Ssl0832 protein,ssl0832,Synechocystis sp. (strain PCC 6803 / Kazusa),93,ssl0832,NA,NA,NA,NA,NA,ssl0832
P74692,P74692_SYNY3,Sll0436 protein,sll0436,Synechocystis sp. (strain PCC 6803 / Kazusa),151,sll0436,NA,NA,NA,NA,NA,sll0436
P74693,P74693_SYNY3,Cation or drug efflux system protein,slr0454,Synechocystis sp. (strain PCC 6803 / Kazusa),909,slr0454,NA,NA,GO:0005886; GO:0016021; GO:0042910,NA,NA,slr0454
P74694,P74694_SYNY3,Slr0455 protein,slr0455,Synechocystis sp. (strain PCC 6803 / Kazusa),141,slr0455,NA,NA,NA,NA,NA,slr0455
P74695,P74695_SYNY3,Slr0456 protein,slr0456,Synechocystis sp. (strain PCC 6803 / Kazusa),158,slr0456,NA,NA,NA,NA,NA,slr0456
P74697,P74697_SYNY3,Slr0458 protein,slr0458,Synechocystis sp. (strain PCC 6803 / Kazusa),211,slr0458,NA,NA,GO:0008801; GO:0050308,NA,NA,slr0458
P74698,P74698_SYNY3,Slr0459 protein,slr0459,Synechocystis sp. (strain PCC 6803 / Kazusa),474,slr0459,NA,NA,GO:0004252; GO:0006508,NA,NA,slr0459
P74699,P74699_SYNY3,Transposase,slr0460,Synechocystis sp. (strain PCC 6803 / Kazusa),157,slr0460,NA,NA,NA,NA,NA,slr0460
P74700,P74700_SYNY3,Transposase,ssr0817,Synechocystis sp. (strain PCC 6803 / Kazusa),70,ssr0817,NA,NA,NA,NA,NA,ssr0817
P74701,P74701_SYNY3,Transposase,slr0462,Synechocystis sp. (strain PCC 6803 / Kazusa),174,slr0462,NA,NA,NA,NA,NA,slr0462
P74704,P74704_SYNY3,Slr1177 protein,slr1177,Synechocystis sp. (strain PCC 6803 / Kazusa),282,slr1177,NA,NA,GO:0016021,NA,NA,slr1177
P74705,P74705_SYNY3,Slr1178 protein,slr1178,Synechocystis sp. (strain PCC 6803 / Kazusa),155,slr1178,NA,NA,GO:0016021,NA,NA,slr1178
P74708,P74708_SYNY3,Sll1109 protein,sll1109,Synechocystis sp. (strain PCC 6803 / Kazusa),194,sll1109,NA,NA,NA,NA,NA,sll1109
P74711,P74711_SYNY3,Slr1182 protein,slr1182,Synechocystis sp. (strain PCC 6803 / Kazusa),170,slr1182,NA,NA,GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1182
P74712,P74712_SYNY3,Slr1183 protein,slr1183,Synechocystis sp. (strain PCC 6803 / Kazusa),194,slr1183,NA,NA,NA,NA,NA,slr1183
P74713,P74713_SYNY3,Slr1184 protein,slr1184,Synechocystis sp. (strain PCC 6803 / Kazusa),164,slr1184,NA,NA,GO:0004792,NA,NA,slr1184
P74715,P74715_SYNY3,Slr1186 protein,slr1186,Synechocystis sp. (strain PCC 6803 / Kazusa),148,slr1186,NA,NA,GO:0016021,NA,NA,slr1186
P74716,P74716_SYNY3,Slr1187 protein,slr1187,Synechocystis sp. (strain PCC 6803 / Kazusa),346,slr1187,NA,NA,GO:0016021,NA,NA,slr1187
P74717,P74717_SYNY3,Chloroplast membrane-associated 30 kD protein,im30,Synechocystis sp. (strain PCC 6803 / Kazusa),223,NA,im30,NA,NA,NA,NA,slr1188
P74718,P74718_SYNY3,Slr1189 protein,slr1189,Synechocystis sp. (strain PCC 6803 / Kazusa),351,slr1189,NA,NA,GO:0008168; GO:0032259; GO:0046872,NA,NA,slr1189
P74719,P74719_SYNY3,Sll1107 protein,sll1107,Synechocystis sp. (strain PCC 6803 / Kazusa),258,sll1107,NA,NA,GO:0005886; GO:0016021; GO:0140359,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll1107
P74720,P74720_SYNY3,Sll1106 protein,sll1106,Synechocystis sp. (strain PCC 6803 / Kazusa),171,sll1106,NA,NA,GO:0016021,NA,NA,sll1106
P74722,P74722_SYNY3,Slr0586 protein,slr0586,Synechocystis sp. (strain PCC 6803 / Kazusa),257,slr0586,NA,NA,GO:0004713; GO:0005829,NA,NA,slr0586
P74723,P74723_SYNY3,Slr0587 protein,slr0587,Synechocystis sp. (strain PCC 6803 / Kazusa),110,slr0587,NA,NA,NA,NA,NA,slr0587
P74725,P74725_SYNY3,Sll0577 protein,sll0577,Synechocystis sp. (strain PCC 6803 / Kazusa),169,sll0577,NA,NA,NA,NA,NA,sll0577
P74726,P74726_SYNY3,Slr0588 protein,slr0588,Synechocystis sp. (strain PCC 6803 / Kazusa),130,slr0588,NA,NA,GO:0016021,NA,NA,slr0588
P74727,P74727_SYNY3,Slr0589 protein,slr0589,Synechocystis sp. (strain PCC 6803 / Kazusa),184,slr0589,NA,NA,GO:0016021,NA,NA,slr0589
P74728,P74728_SYNY3,Slr0590 protein,slr0590,Synechocystis sp. (strain PCC 6803 / Kazusa),238,slr0590,NA,NA,NA,NA,NA,slr0590
P74729,P74729_SYNY3,HrEpiB,sll0576,Synechocystis sp. (strain PCC 6803 / Kazusa),312,sll0576,NA,NA,NA,NA,NA,sll0576
P74730,P74730_SYNY3,ATP-binding protein,rfbB,Synechocystis sp. (strain PCC 6803 / Kazusa),254,NA,rfbB,NA,GO:0005524; GO:0016020; GO:0140359,NA,NA,sll0575
P74734,P74734_SYNY3,Sll0572 protein,sll0572,Synechocystis sp. (strain PCC 6803 / Kazusa),470,sll0572,NA,NA,NA,NA,NA,sll0572
P74735,P74735_SYNY3,Slr0592 protein,slr0592,Synechocystis sp. (strain PCC 6803 / Kazusa),491,slr0592,NA,NA,GO:0016021; GO:0016757,NA,NA,slr0592
P74736,P74736_SYNY3,cAMP protein kinase regulatory chain,slr0593,Synechocystis sp. (strain PCC 6803 / Kazusa),434,slr0593,NA,NA,GO:0016021; GO:0016301; GO:0016310,NA,NA,slr0593
P74738,P74738_SYNY3,Slr0594 protein,slr0594,Synechocystis sp. (strain PCC 6803 / Kazusa),407,slr0594,NA,NA,GO:0005886; GO:0016021; GO:0022857,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr0594
P74740,P74740_SYNY3,Creatinine amidohydrolase (EC 3.5.2.10),slr0596,Synechocystis sp. (strain PCC 6803 / Kazusa),273,slr0596,NA,NA,GO:0009231; GO:0016811; GO:0046872; GO:0047789,NA,NA,slr0596
P74742,P74742_SYNY3,Sll0565 protein,sll0565,Synechocystis sp. (strain PCC 6803 / Kazusa),133,sll0565,NA,NA,NA,NA,NA,sll0565
P74743,P74743_SYNY3,Sll0564 protein,sll0564,Synechocystis sp. (strain PCC 6803 / Kazusa),327,sll0564,NA,NA,GO:0008168,NA,NA,sll0564
P74744,P74744_SYNY3,Slr0598 protein,slr0598,Synechocystis sp. (strain PCC 6803 / Kazusa),102,slr0598,NA,NA,NA,NA,NA,slr0598
P74746,P74746_SYNY3,Slr0600 protein,slr0600,Synechocystis sp. (strain PCC 6803 / Kazusa),326,slr0600,NA,NA,GO:0004791; GO:0045454,NA,NA,slr0600
P74747,P74747_SYNY3,Slr0601 protein,slr0601,Synechocystis sp. (strain PCC 6803 / Kazusa),128,slr0601,NA,NA,GO:0016021,NA,NA,slr0601
P74748,P74748_SYNY3,Slr0602 protein,slr0602,Synechocystis sp. (strain PCC 6803 / Kazusa),129,slr0602,NA,NA,NA,NA,NA,slr0602
P74749,P74749_SYNY3,Sll0563 protein,sll0563,Synechocystis sp. (strain PCC 6803 / Kazusa),210,sll0563,NA,NA,NA,NA,NA,sll0563
P74752,P74752_SYNY3,Slr0605 protein,slr0605,Synechocystis sp. (strain PCC 6803 / Kazusa),319,slr0605,NA,NA,GO:0004364; GO:0005737,NA,NA,slr0605
P74753,P74753_SYNY3,Slr0606 protein,slr0606,Synechocystis sp. (strain PCC 6803 / Kazusa),317,slr0606,NA,NA,GO:0005829; GO:0008713; GO:0009244,NA,NA,slr0606
P74754,P74754_SYNY3,Slr0607 protein,slr0607,Synechocystis sp. (strain PCC 6803 / Kazusa),129,slr0607,NA,NA,GO:0003700; GO:0005829,NA,NA,slr0607
P74756,P74756_SYNY3,47 kD protein,slr0609,Synechocystis sp. (strain PCC 6803 / Kazusa),383,slr0609,NA,NA,GO:0005737; GO:0005829,NA,NA,slr0609
P74757,P74757_SYNY3,Slr0610 protein,slr0610,Synechocystis sp. (strain PCC 6803 / Kazusa),230,slr0610,NA,NA,GO:0016021,NA,NA,slr0610
P74767,P74767_SYNY3,Ssr1513 protein,ssr1513,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssr1513,NA,NA,GO:0008705; GO:0032259,NA,NA,ssr1513
P74768,P74768_SYNY3,Ssr1527 protein,ssr1527,Synechocystis sp. (strain PCC 6803 / Kazusa),81,ssr1527,NA,NA,NA,NA,NA,ssr1527
P74769,P74769_SYNY3,Ssr1528 protein,ssr1528,Synechocystis sp. (strain PCC 6803 / Kazusa),94,ssr1528,NA,NA,NA,NA,NA,ssr1528
P74772,P74772_SYNY3,Ssl1046 protein,ssl1046,Synechocystis sp. (strain PCC 6803 / Kazusa),84,ssl1046,NA,NA,GO:0016021,NA,NA,ssl1046
P74773,P74773_SYNY3,Sgl0001 protein,sgl0001,Synechocystis sp. (strain PCC 6803 / Kazusa),39,sgl0001,NA,NA,NA,NA,NA,sgl0001
P74774,P74774_SYNY3,Ssl1045 protein,ssl1045,Synechocystis sp. (strain PCC 6803 / Kazusa),75,ssl1045,NA,NA,NA,NA,NA,ssl1045
P74775,P74775_SYNY3,Ssr1407 protein,ssr1407,Synechocystis sp. (strain PCC 6803 / Kazusa),71,ssr1407,NA,NA,NA,NA,NA,ssr1407
P74776,P74776_SYNY3,Ssl1552 protein,ssl1552,Synechocystis sp. (strain PCC 6803 / Kazusa),87,ssl1552,NA,NA,GO:0016021,NA,NA,ssl1552
P74777,P74777_SYNY3,Ycf34 gene product,ycf34,Synechocystis sp. (strain PCC 6803 / Kazusa),82,NA,ycf34,NA,NA,NA,NA,ssr1425
P74778,P74778_SYNY3,Ssl1533 protein,ssl1533,Synechocystis sp. (strain PCC 6803 / Kazusa),72,ssl1533,NA,NA,NA,NA,NA,ssl1533
P74780,P74780_SYNY3,Ssr1562 protein,ssr1562,Synechocystis sp. (strain PCC 6803 / Kazusa),83,ssr1562,NA,NA,NA,NA,NA,ssr1562
P74781,P74781_SYNY3,Ssl1707 protein,ssl1707,Synechocystis sp. (strain PCC 6803 / Kazusa),84,ssl1707,NA,NA,NA,NA,NA,ssl1707
P74784,P74784_SYNY3,Ssr0536 protein,ssr0536,Synechocystis sp. (strain PCC 6803 / Kazusa),84,ssr0536,NA,NA,NA,NA,NA,ssr0536
P74785,P74785_SYNY3,Ssl0312 protein,ssl0312,Synechocystis sp. (strain PCC 6803 / Kazusa),66,ssl0312,NA,NA,NA,NA,NA,ssl0312
P74786,Y294_SYNY3,UPF0426 protein ssl0294,ssl0294,Synechocystis sp. (strain PCC 6803 / Kazusa),70,ssl0294,NA,NA,NA,NA,NA,ssl0294
P74788,P74788_SYNY3,Ycf33 gene product,ycf33,Synechocystis sp. (strain PCC 6803 / Kazusa),66,NA,ycf33,NA,GO:0016021,NA,NA,ssl1417
P74789,P74789_SYNY3,Sll0319 protein,sll0319,Synechocystis sp. (strain PCC 6803 / Kazusa),297,sll0319,NA,NA,GO:0030288,NA,NA,sll0319
P74790,P74790_SYNY3,Ssr0349 protein,ssr0349,Synechocystis sp. (strain PCC 6803 / Kazusa),63,ssr0349,NA,NA,GO:0016021,NA,NA,ssr0349
P74791,P74791_SYNY3,Ssr0692 protein,ssr0692,Synechocystis sp. (strain PCC 6803 / Kazusa),51,ssr0692,NA,NA,NA,NA,NA,ssr0692
P74792,P74792_SYNY3,Ssl0750 protein,ssl0750,Synechocystis sp. (strain PCC 6803 / Kazusa),93,ssl0750,NA,NA,NA,NA,NA,ssl0750
P74793,P74793_SYNY3,Ssr0693 protein,ssr0693,Synechocystis sp. (strain PCC 6803 / Kazusa),95,ssr0693,NA,NA,NA,NA,NA,ssr0693
P74794,Y738_SYNY3,UPF0150 protein ssl0738,ssl0738,Synechocystis sp. (strain PCC 6803 / Kazusa),72,ssl0738,NA,NA,NA,NA,NA,ssl0738
P74795,P74795_SYNY3,Ssl0352 protein,ssl0352,Synechocystis sp. (strain PCC 6803 / Kazusa),58,ssl0352,NA,NA,GO:0009767,NA,NA,ssl0352
P74796,P74796_SYNY3,Ssl0350 protein,ssl0350,Synechocystis sp. (strain PCC 6803 / Kazusa),67,ssl0350,NA,NA,NA,NA,NA,ssl0350
P74797,P74797_SYNY3,Ssr0332 protein,ssr0332,Synechocystis sp. (strain PCC 6803 / Kazusa),70,ssr0332,NA,NA,GO:0016021,NA,NA,ssr0332
P74798,P74798_SYNY3,Ssr0336 protein,ssr0336,Synechocystis sp. (strain PCC 6803 / Kazusa),78,ssr0336,NA,NA,NA,NA,NA,ssr0336
P74799,P74799_SYNY3,Transposase,ssr0871,Synechocystis sp. (strain PCC 6803 / Kazusa),52,ssr0871,NA,NA,NA,NA,NA,ssr0871
P74800,P74800_SYNY3,Ssr1038 protein,ssr1038,Synechocystis sp. (strain PCC 6803 / Kazusa),78,ssr1038,NA,NA,NA,NA,NA,ssr1038
P74801,P74801_SYNY3,Ssr1041 protein,ssr1041,Synechocystis sp. (strain PCC 6803 / Kazusa),79,ssr1041,NA,NA,GO:0051536,NA,NA,ssr1041
P74803,P74803_SYNY3,Ssl0511 protein,ssl0511,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssl0511,NA,NA,GO:0006355,NA,NA,ssl0511
P74804,P74804_SYNY3,Ssl1464 protein,ssl1464,Synechocystis sp. (strain PCC 6803 / Kazusa),96,ssl1464,NA,NA,NA,NA,NA,ssl1464
P74806,P74806_SYNY3,Transposase,ssl1277,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssl1277,NA,NA,NA,NA,NA,ssl1277
P74807,P74807_SYNY3,Transposase,ssr1175,Synechocystis sp. (strain PCC 6803 / Kazusa),94,ssr1175,NA,NA,NA,NA,NA,ssr1175
P74808,P74808_SYNY3,Transposase,smr0002,Synechocystis sp. (strain PCC 6803 / Kazusa),34,smr0002,NA,NA,NA,NA,NA,smr0002
P74809,P74809_SYNY3,Ssl1263 protein,ssl1263,Synechocystis sp. (strain PCC 6803 / Kazusa),80,ssl1263,NA,NA,NA,NA,NA,ssl1263
P74811,Y1255_SYNY3,UPF0175 protein ssl1255,ssl1255,Synechocystis sp. (strain PCC 6803 / Kazusa),89,ssl1255,NA,NA,NA,NA,NA,ssl1255
P75027,P75027_SYNY3,Transposase,sll0431 sll1397 slr1075,Synechocystis sp. (strain PCC 6803 / Kazusa),282,sll0431 sll1397 slr1075,NA,NA,GO:0003676,NA,NA,sll0431
P75027,P75027_SYNY3,Transposase,sll0431 sll1397 slr1075,Synechocystis sp. (strain PCC 6803 / Kazusa),282,sll0431 sll1397 slr1075,NA,NA,GO:0003676,NA,NA,sll1397
P75027,P75027_SYNY3,Transposase,sll0431 sll1397 slr1075,Synechocystis sp. (strain PCC 6803 / Kazusa),282,sll0431 sll1397 slr1075,NA,NA,GO:0003676,NA,NA,slr1075
P77970,P77970_SYNY3,Glutamine synthetase I beta,glnN,Synechocystis sp. (strain PCC 6803 / Kazusa),724,NA,glnN,NA,GO:0004356; GO:0006542,NA,NA,slr0288
P77971,Y94X_SYNY3,Uncharacterized protein sll0944,sll0944,Synechocystis sp. (strain PCC 6803 / Kazusa),164,sll0944,NA,NA,NA,NA,NA,sll0944
P97152,P97152_SYNY3,Transposase,ssr1176,Synechocystis sp. (strain PCC 6803 / Kazusa),97,ssr1176,NA,NA,GO:0003676,NA,NA,ssr1176
P97153,P97153_SYNY3,Transposase,sll1999,Synechocystis sp. (strain PCC 6803 / Kazusa),172,sll1999,NA,NA,GO:0003677; GO:0004803; GO:0006313,NA,NA,sll1999
Q01904,Y2439_SYNY3,Uncharacterized protein ssr2439,ssr2439,Synechocystis sp. (strain PCC 6803 / Kazusa),97,ssr2439,NA,NA,NA,NA,NA,ssr2439
Q04737,Y751_SYNY3,TPR repeat-containing protein slr0751,slr0751,Synechocystis sp. (strain PCC 6803 / Kazusa),248,slr0751,NA,NA,GO:0009279; GO:0046813,NA,NA,slr0751
Q55112,Q55112_SYNY3,Sll0414 protein,sll0414,Synechocystis sp. (strain PCC 6803 / Kazusa),286,sll0414,NA,NA,NA,NA,NA,sll0414
Q55113,Q55113_SYNY3,Slr0431 protein,slr0431,Synechocystis sp. (strain PCC 6803 / Kazusa),250,slr0431,NA,NA,GO:0006974; GO:0071575,NA,NA,slr0431
Q55114,Q55114_SYNY3,Sll0413 protein,sll0413,Synechocystis sp. (strain PCC 6803 / Kazusa),207,sll0413,NA,NA,NA,NA,NA,sll0413
Q55116,Y410_SYNY3,Putative esterase sll0410 (EC 3.1.-.-),sll0410,Synechocystis sp. (strain PCC 6803 / Kazusa),166,sll0410,NA,NA,GO:0047617,NA,NA,sll0410
Q55122,Q55122_SYNY3,Sll0406 protein,sll0406,Synechocystis sp. (strain PCC 6803 / Kazusa),161,sll0406,NA,NA,NA,NA,NA,sll0406
Q55123,Q55123_SYNY3,Sll0405 protein,sll0405,Synechocystis sp. (strain PCC 6803 / Kazusa),261,sll0405,NA,NA,NA,NA,NA,sll0405
Q55124,Q55124_SYNY3,Glycolate oxidase subunit GlcD,glcD,Synechocystis sp. (strain PCC 6803 / Kazusa),492,NA,glcD,NA,GO:0003973; GO:0009339; GO:0071949,NA,NA,sll0404
Q55125,Q55125_SYNY3,Slr0438 protein,slr0438,Synechocystis sp. (strain PCC 6803 / Kazusa),107,slr0438,NA,NA,GO:0016021,NA,NA,slr0438
Q55126,Q55126_SYNY3,Sll0403 protein,sll0403,Synechocystis sp. (strain PCC 6803 / Kazusa),140,sll0403,NA,NA,GO:0016021,NA,NA,sll0403
Q55127,Q55127_SYNY3,Slr0439 protein,slr0439,Synechocystis sp. (strain PCC 6803 / Kazusa),501,slr0439,NA,NA,GO:0016021,NA,NA,slr0439
Q55130,Q55130_SYNY3,Slr0440 protein,slr0440,Synechocystis sp. (strain PCC 6803 / Kazusa),267,slr0440,NA,NA,NA,NA,NA,slr0440
Q55131,Q55131_SYNY3,Slr0049 protein,slr0049,Synechocystis sp. (strain PCC 6803 / Kazusa),398,slr0049,NA,NA,GO:0016491,NA,NA,slr0049
Q55133,Q55133_SYNY3,Sll0072 protein,sll0072,Synechocystis sp. (strain PCC 6803 / Kazusa),227,sll0072,NA,NA,GO:0003677,NA,NA,sll0072
Q55134,Q55134_SYNY3,Sll0071 protein,sll0071,Synechocystis sp. (strain PCC 6803 / Kazusa),333,sll0071,NA,NA,GO:0016757,NA,NA,sll0071
Q55137,Q55137_SYNY3,Sll0069 protein,sll0069,Synechocystis sp. (strain PCC 6803 / Kazusa),256,sll0069,NA,NA,NA,NA,NA,sll0069
Q55138,Q55138_SYNY3,Sll0068 protein,sll0068,Synechocystis sp. (strain PCC 6803 / Kazusa),1239,sll0068,NA,NA,GO:0016491; GO:0030089,NA,NA,sll0068
Q55139,Q55139_SYNY3,Glutathione S-transferase,gst,Synechocystis sp. (strain PCC 6803 / Kazusa),184,NA,gst,NA,GO:0004364; GO:0005737; GO:0043295,NA,NA,sll0067
Q55140,Q55140_SYNY3,Sll0066 protein,sll0066,Synechocystis sp. (strain PCC 6803 / Kazusa),315,sll0066,NA,NA,GO:0016021,NA,NA,sll0066
Q55144,Q55144_SYNY3,Anthranilate synthase component II,trpG,Synechocystis sp. (strain PCC 6803 / Kazusa),163,NA,trpG,NA,GO:0000162,NA,NA,slr0055
Q55145,Q55145_SYNY3,Chlorophyll a synthase,chlG,Synechocystis sp. (strain PCC 6803 / Kazusa),324,NA,chlG,NA,GO:0015995; GO:0016021; GO:0046408,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr0056
Q55146,Q55146_SYNY3,Sll0064 protein,sll0064,Synechocystis sp. (strain PCC 6803 / Kazusa),275,sll0064,NA,NA,GO:0030288,NA,NA,sll0064
Q55148,Q55148_SYNY3,Sll0062 protein,sll0062,Synechocystis sp. (strain PCC 6803 / Kazusa),149,sll0062,NA,NA,GO:0016021,NA,NA,sll0062
Q55149,Q55149_SYNY3,Slr0058 protein,slr0058,Synechocystis sp. (strain PCC 6803 / Kazusa),142,slr0058,NA,NA,NA,NA,NA,slr0058
Q55150,Q55150_SYNY3,Slr0059 protein,slr0059,Synechocystis sp. (strain PCC 6803 / Kazusa),101,slr0059,NA,NA,GO:0016021,NA,NA,slr0059
Q55151,Q55151_SYNY3,Slr0060 protein,slr0060,Synechocystis sp. (strain PCC 6803 / Kazusa),369,slr0060,NA,NA,GO:0006629; GO:0016021,NA,NA,slr0060
Q55152,Q55152_SYNY3,Slr0061 protein,slr0061,Synechocystis sp. (strain PCC 6803 / Kazusa),221,slr0061,NA,NA,NA,NA,NA,slr0061
Q55155,Q55155_SYNY3,General secretion pathway protein E,gspE,Synechocystis sp. (strain PCC 6803 / Kazusa),672,NA,gspE,NA,GO:0005886,NA,NA,slr0063
Q55157,Q55157_SYNY3,Slr0065 protein,slr0065,Synechocystis sp. (strain PCC 6803 / Kazusa),212,slr0065,NA,NA,NA,NA,NA,slr0065
Q55159,Q55159_SYNY3,Processing protease,sll0055,Synechocystis sp. (strain PCC 6803 / Kazusa),428,sll0055,NA,NA,GO:0004222; GO:0006508; GO:0046872,NA,NA,sll0055
Q55161,Q55161_SYNY3,Slr0069 protein,slr0069,Synechocystis sp. (strain PCC 6803 / Kazusa),219,slr0069,NA,NA,GO:0016021,NA,NA,slr0069
Q55162,Q55162_SYNY3,Sll0051 protein,sll0051,Synechocystis sp. (strain PCC 6803 / Kazusa),159,sll0051,NA,NA,GO:0006152; GO:0047974,NA,NA,sll0051
Q55164,Q55164_SYNY3,Conserved component of ABC transporter for natural amino acids,natA,Synechocystis sp. (strain PCC 6803 / Kazusa),267,NA,natA,NA,GO:0005524; GO:0005886,NA,NA,slr0467
Q55165,Q55165_SYNY3,Slr0468 protein,slr0468,Synechocystis sp. (strain PCC 6803 / Kazusa),436,slr0468,NA,NA,NA,NA,NA,slr0468
Q55166,Q55166_SYNY3,Sll0462 protein,sll0462,Synechocystis sp. (strain PCC 6803 / Kazusa),366,sll0462,NA,NA,GO:0016021; GO:0055085,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll0462
Q55171,Q55171_SYNY3,Slr0476 protein,slr0476,Synechocystis sp. (strain PCC 6803 / Kazusa),136,slr0476,NA,NA,NA,NA,NA,slr0476
Q55173,Q55173_SYNY3,Slr0479 protein,slr0479,Synechocystis sp. (strain PCC 6803 / Kazusa),240,slr0479,NA,NA,NA,NA,NA,slr0479
Q55174,Q55174_SYNY3,Ycf46 protein,ycf46,Synechocystis sp. (strain PCC 6803 / Kazusa),499,NA,ycf46,NA,GO:0005524; GO:0016887,NA,NA,slr0480
Q55175,Q55175_SYNY3,Slr0482 protein,slr0482,Synechocystis sp. (strain PCC 6803 / Kazusa),252,slr0482,NA,NA,GO:0008168; GO:0097697,NA,NA,slr0482
Q55176,Q55176_SYNY3,Slr0483 protein,slr0483,Synechocystis sp. (strain PCC 6803 / Kazusa),149,slr0483,NA,NA,GO:0009579; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr0483
Q55177,Q55177_SYNY3,Sensory transduction histidine kinase,slr0484,Synechocystis sp. (strain PCC 6803 / Kazusa),675,slr0484,NA,NA,GO:0000155,NA,NA,slr0484
Q55178,Q55178_SYNY3,Slr0487 protein,slr0487,Synechocystis sp. (strain PCC 6803 / Kazusa),163,slr0487,NA,NA,NA,NA,NA,slr0487
Q55180,Q55180_SYNY3,Slr0489 protein,slr0489,Synechocystis sp. (strain PCC 6803 / Kazusa),151,slr0489,NA,NA,GO:0016021,NA,NA,slr0489
Q55181,Q55181_SYNY3,Slr0491 protein,slr0491,Synechocystis sp. (strain PCC 6803 / Kazusa),144,slr0491,NA,NA,NA,NA,NA,slr0491
Q55182,Q55182_SYNY3,O-succinylbenzoic acid--CoA ligase,menE,Synechocystis sp. (strain PCC 6803 / Kazusa),497,NA,menE,NA,GO:0004467; GO:0016020,NA,NA,slr0492
Q55183,Q55183_SYNY3,Phosphomannose isomerase,rfbM,Synechocystis sp. (strain PCC 6803 / Kazusa),128,NA,rfbM,NA,GO:0005976; GO:0016779; GO:0016853,NA,NA,slr0493
Q55184,Q55184_SYNY3,Sll0456 protein,sll0456,Synechocystis sp. (strain PCC 6803 / Kazusa),333,sll0456,NA,NA,NA,NA,NA,sll0456
Q55186,Q55186_SYNY3,Slr0496 protein,slr0496,Synechocystis sp. (strain PCC 6803 / Kazusa),109,slr0496,NA,NA,GO:0016021,NA,NA,slr0496
Q55188,Q55188_SYNY3,Sll0691 protein,sll0691,Synechocystis sp. (strain PCC 6803 / Kazusa),200,sll0691,NA,NA,GO:0016021,NA,NA,sll0691
Q55189,Q55189_SYNY3,Virulence associated protein C,vapC,Synechocystis sp. (strain PCC 6803 / Kazusa),133,NA,vapC,NA,NA,NA,NA,sll0690
Q55191,Q55191_SYNY3,Sll0688 protein,sll0688,Synechocystis sp. (strain PCC 6803 / Kazusa),267,sll0688,NA,NA,GO:0005886; GO:0006417; GO:0016021; GO:0016989,NA,NA,sll0688
Q55192,Q55192_SYNY3,Sll0687 protein,sll0687,Synechocystis sp. (strain PCC 6803 / Kazusa),185,sll0687,NA,NA,GO:0003677; GO:0006352; GO:0016987,NA,NA,sll0687
Q55193,Q55193_SYNY3,Sll0686 protein,sll0686,Synechocystis sp. (strain PCC 6803 / Kazusa),275,sll0686,NA,NA,GO:0016021; GO:0017004,NA,NA,sll0686
Q55194,Q55194_SYNY3,Sll0685 protein,sll0685,Synechocystis sp. (strain PCC 6803 / Kazusa),162,sll0685,NA,NA,GO:0016671,NA,NA,sll0685
Q55201,Q55201_SYNY3,Slr0719 protein,slr0719,Synechocystis sp. (strain PCC 6803 / Kazusa),388,slr0719,NA,NA,NA,NA,NA,slr0719
