GeneID,psortB_localization,psortB_score,Process,Pathway,Protein,Entry,Entry.name,Status,Protein.names,Gene.names,EC.number,Catalytic.activity,Cofactor,Function..CC.,Gene.ontology..GO.,Gene.ontology..biological.process.,Gene.ontology..molecular.function.,Gene.ontology..cellular.component.,Gene.ontology.IDs,GRAVY,Length,ExposedAA,First60AA,Helices,Topology,MolWeight,Process.abbr,Pathway.abbr,location,start_bp,end_bp
smr0001,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,photosystem II PsbT protein,P74787,PSBT_SYNY3,reviewed,Photosystem II reaction center protein T (PSII-T),psbT smr0001,NA,NA,NA,"FUNCTION: Seems to play a role in the dimerization of PSII. {ECO:0000255|HAMAP-Rule:MF_00808, ECO:0000269|PubMed:18834146}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0030096; GO:0042651,1.0677419354839,31,19.7,19.7,1,o4-23i,3.54,Photosynth,Photosystem II,Chr,2414584,2414679
smr0002,Unknown,2,Other categories,Transposon-related functions,"putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]",P74808,P74808_SYNY3,unreviewed,Transposase,smr0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30294117647059,34,0.01,0.01,0,o,3.92,Other,Transposon-related,Chr,3097275,3097379
smr0003,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit PetM,P74810,PETM_SYNY3,reviewed,Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII),petM smr0003,NA,NA,NA,"FUNCTION: Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. {ECO:0000255|HAMAP-Rule:MF_00396}.",cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651]; electron carrier activity [GO:0009055]; oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979],oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979],electron carrier activity [GO:0009055],cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651],GO:0009512; GO:0009055; GO:0016021; GO:0055114; GO:0015979; GO:0042651,1.0055555555556,36,22.66,22.66,1,i7-29o,3.83,Photosynth,Cytochrome b6/f co,Chr,3118192,3118302
smr0004,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem I,photosystem I subunit VIII,Q55330,PSAI_SYNY3,reviewed,Photosystem I reaction center subunit VIII,psaI smr0004,NA,NA,NA,FUNCTION: May help in the organization of the PsaL subunit.,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009522; GO:0042651,0.765,40,22.82,22.82,1,o10-32i,4.41,Photosynth,Photosystem I,Chr,3458023,3458145
smr0005,CytoplasmicMembrane,9.86,Photosynthesis and respiration,Photosystem I,photosystem I subunit XII,P72986,PSAM_SYNY3,reviewed,Photosystem I reaction center subunit XII (PSI-M),psaM smr0005,NA,NA,NA,NA,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009522; GO:0042651,1.1870967741935,31,19.64,19.64,1,o6-25i,3.38,Photosynth,Photosystem I,Chr,467201,467296
smr0006,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,cytochrome b559 b subunit,P09191,PSBF_SYNY3,reviewed,Cytochrome b559 subunit beta (PSII reaction center subunit VI),psbF smr0006,NA,NA,"COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000255|HAMAP-Rule:MF_00643}; ;  Note=With its partner (PsbE) binds heme. PSII binds additional chlorophylls, carotenoids and specific lipids. {ECO:0000255|HAMAP-Rule:MF_00643};","FUNCTION: This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_00643}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; electron carrier activity [GO:0009055]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; photosynthetic electron transport chain [GO:0009767],photosynthetic electron transport chain [GO:0009767],electron carrier activity [GO:0009055]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506],integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0009055; GO:0020037; GO:0042802; GO:0016021; GO:0005506; GO:0009767; GO:0009539; GO:0030096; GO:0042651,0.59772727272727,44,22.67,22.67,1,o15-37i,4.93,Photosynth,Photosystem II,Chr,570940,571074
smr0007,CytoplasmicMembrane,10,Photosynthesis and respiration,Photosystem II,photosystem II PsbL protein,Q55354,PSBL_SYNY3,reviewed,Photosystem II reaction center protein L (PSII-L),psbL smr0007,NA,NA,NA,"FUNCTION: One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. This subunit is found at the monomer-monomer interface and is required for correct PSII assembly and/or dimerization (By similarity). Required for PSII activity, at least in part due to its effects on PSII assembly. May make specific contact(s) with lipids. {ECO:0000255|HAMAP-Rule:MF_01317, ECO:0000269|PubMed:18834146, ECO:0000269|PubMed:2116128}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0030096; GO:0042651,0.19487179487179,39,19.56,19.56,1,i19-38o,4.47,Photosynth,Photosystem II,Chr,571084,571203
smr0008,CytoplasmicMembrane,10,Photosynthesis and respiration,Photosystem II,photosystem II PsbJ protein,P73070,PSBJ_SYNY3,reviewed,Photosystem II reaction center protein J (PSII-J),psbJ smr0008,NA,NA,NA,"FUNCTION: One of the components of the core complex of photosystem II (PSII), possibly involved in regulating electron flow (PubMed:11546758, PubMed:8420932). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_01305, ECO:0000269|PubMed:11546758, ECO:0000269|PubMed:8420932}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0030096; GO:0042651,1.3487179487179,39,23.1,23.1,1,i7-29o,3.95,Photosynth,Photosystem II,Chr,571236,571355
smr0009,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,photosystem II PsbN protein,P26286,PSBN_SYNY3,reviewed,Protein PsbN,psbN smr0009,NA,NA,NA,"FUNCTION: May play a role in photosystem I and II biogenesis. {ECO:0000255|HAMAP-Rule:MF_00293, ECO:0000269|PubMed:8431425}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0042651,0.56046511627907,43,22.23,22.23,1,i7-29o,4.51,Photosynth,Photosystem II,Chr,1167333,1167464
smr0010,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 5,P74149,PETG_SYNY3,reviewed,Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V),petG smr0010,NA,NA,NA,"FUNCTION: Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. PetG is required for either the stability or assembly of the cytochrome b6-f complex. {ECO:0000255|HAMAP-Rule:MF_00432}.","cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; cytochrome complex assembly [GO:0017004]; oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979]",cytochrome complex assembly [GO:0017004]; oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979],"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]",cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651],GO:0009512; GO:0017004; GO:0045158; GO:0016021; GO:0055114; GO:0015979; GO:0042651,0.93947368421053,38,22.85,22.85,1,o5-27i,4.18,Photosynth,Cytochrome b6/f co,Chr,1823570,1823686
smr0011,Cytoplasmic,9.26,Translation,Ribosomal proteins: synthesis and modification,50S ribosomal protein L34,Q55004,RL34_SYNY3,reviewed,50S ribosomal protein L34,rpmH rpl34 smr0011,NA,NA,NA,NA,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],translation [GO:0006412],structural constituent of ribosome [GO:0003735],ribosome [GO:0005840],GO:0005840; GO:0003735; GO:0006412,-1.4133333333333,45,0,0,0,i,5.26,Translat,Ribosomal proteins,Chr,1826764,1826901
smr0012,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523j(partial copy): 106904 - 107226],NA,NA,NA,NA,smr0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38888888888889,63,1.31,1.29,0,i,7.68,Other,Transposon-related,Chr,107017,107208
smr0013,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,smr0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74655172413793,58,0,0,0,o,6.65,Hypoth,Hypothetical,Chr,1002441,1002617
smr0014,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,smr0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06279069767442,86,41.2,28.32,2,i25-47o57-74i,9.65,Hypoth,Hypothetical,Chr,1939521,1939781
smr0015,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,smr0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67164179104478,67,43.82,42.45,2,i13-35o40-62i,7.32,Hypoth,Hypothetical,Chr,2658738,2658941
ssl0020,Unknown,2,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin I, essential for growth",P27320,FER_SYNY3,reviewed,Ferredoxin-1 (Ferredoxin I),petF fed ssl0020,NA,NA,COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; ;  Note=Binds 1 [2Fe-2S] cluster.;,FUNCTION: Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions.,"2 iron, 2 sulfur cluster binding [GO:0051537]; electron carrier activity [GO:0009055]; metal ion binding [GO:0046872]; electron transport chain [GO:0022900]",electron transport chain [GO:0022900],"2 iron, 2 sulfur cluster binding [GO:0051537]; electron carrier activity [GO:0009055]; metal ion binding [GO:0046872]",NA,GO:0051537; GO:0009055; GO:0022900; GO:0046872,-0.21752577319588,97,0,0,0,o,10.36,Photosynth,Soluble electron c,Chr,2484890,2485183
ssl0090,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,ssl0090,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.994,50,0,0,0,i,5.96,Hypoth,Hypothetical,Chr,2595112,2595264
ssl0105,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,ssl0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22045454545455,88,0.06,0.06,0,o,10.45,Hypoth,Hypothetical,Chr,2580291,2580557
ssl0109,Unknown,2,Unknown,Unknown,unknown protein,NA,NA,NA,NA,ssl0109,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30363636363636,55,0,0,0,o,6.12,Unknown,Unknown,Chr,2575941,2576108
ssl0172,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY391c: 2997600 - 2998989],Q55892,Q55892_SYNY3,unreviewed,Transposase,ssl0172,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73820224719101,89,0.13,0.08,0,i,10.91,Other,Transposon-related,Chr,2997811,2998080
ssl0241,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,ssl0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61774193548387,62,0,0,0,o,7.17,Hypoth,Hypothetical,Chr,2210006,2210194
ssl0242,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74470,P74470_SYNY3,unreviewed,Ssl0242 protein,ssl0242,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97307692307692,78,0,0,0,o,8.98,Hypoth,Hypothetical,Chr,2209703,2209939
ssl0258,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,ssl0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17866666666667,75,0,0,0,o,8.9,Hypoth,Hypothetical,Chr,2193813,2194040
ssl0259,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74458,Y259_SYNY3,reviewed,UPF0150 protein ssl0259,ssl0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26164383561644,73,0.32,0.32,0,o,7.99,Hypoth,Hypothetical,Chr,2193591,2193812
ssl0294,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74786,Y294_SYNY3,reviewed,UPF0426 protein ssl0294,ssl0294,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37142857142857,70,0.3,0.3,0,o,7.84,Hypoth,Hypothetical,Chr,2330147,2330359
ssl0296,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523p: 2328180 - 2329050],Q55568,Q55568_SYNY3,unreviewed,Transposase,ssl0296,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61547619047619,84,0,0,0,o,10.14,Other,Transposon-related,Chr,2328616,2328870
ssl0312,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74785,P74785_SYNY3,unreviewed,Ssl0312 protein,ssl0312,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88181818181818,66,0,0,0,o,7.79,Hypoth,Hypothetical,Chr,2306600,2306800
ssl0318,Unknown,2,Unknown,Unknown,unknown protein,NA,NA,NA,NA,ssl0318,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03064516129032,62,0.01,0.01,0,o,6.42,Unknown,Unknown,Chr,2302457,2302645
ssl0323,Unknown,2,Unknown,Unknown,unknown protein,NA,NA,NA,NA,ssl0323,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56527777777778,72,0.53,0.49,0,i,8.1,Unknown,Unknown,Chr,2755182,2755400
ssl0331,Unknown,2,Cell envelope,"Membranes, lipoproteins, and porins",putative membrane protein insertion efficiency factor,Q55785,YIDD_SYNY3,reviewed,Putative membrane protein insertion efficiency factor,ssl0331,NA,NA,NA,FUNCTION: Could be involved in insertion of integral membrane proteins into the membrane. {ECO:0000255|HAMAP-Rule:MF_00386}.,plasma membrane [GO:0005886],NA,NA,plasma membrane [GO:0005886],GO:0005886,0.0379746835443,79,0.06,0.06,0,o,8.92,Envelope,"Membranes, lipopro",Chr,2750577,2750816
ssl0350,Unknown,2,Unknown,Unknown,unknown protein,P74796,P74796_SYNY3,unreviewed,Ssl0350 protein,ssl0350,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16716417910448,67,0,0,0,i,7.73,Unknown,Unknown,Chr,2738712,2738915
ssl0352,Unknown,2,Photosynthesis and respiration,NADH dehydrogenase,"NADH dehydrogenase subunit,  part of NDH-1S",P74795,P74795_SYNY3,unreviewed,Ssl0352 protein,ssl0352,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04310344827586,58,0,0,0,o,6.58,Photosynth,NADH dehydrogenase,Chr,2735422,2735598
ssl0353,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,Q55772,Q55772_SYNY3,unreviewed,Ssl0353 protein,ssl0353,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.97938144329897,97,43.11,22.9,2,i7-29o62-84i,10.94,Hypoth,Hypothetical,Chr,2734030,2734323
ssl0385,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,ssl0385,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38356164383562,73,0,0,0,o,8.36,Hypoth,Hypothetical,Chr,2516528,2516749
ssl0410,Unknown,2,Unknown,Unknown,unknown protein,P72713,P72713_SYNY3,unreviewed,Ssl0410 protein,ssl0410,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.25,90,22.18,0,1,i65-87o,9.87,Unknown,Unknown,Chr,156741,157013
ssl0426,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY100t(partial copy): 141097 - 141410],P72693,P72693_SYNY3,unreviewed,Transposase,ssl0426,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11030927835052,97,9.02,9.02,0,o,10.93,Other,Transposon-related,Chr,141123,141416
ssl0431,Unknown,2,Unknown,Unknown,unknown protein,NA,NA,NA,NA,ssl0431,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0859375,64,17.8,17.76,0,o,7.61,Unknown,Unknown,Chr,138145,138339
ssl0438,Unknown,2,Translation,Ribosomal proteins: synthesis and modification,similar to 50S ribosomal protein L12,P73901,P73901_SYNY3,unreviewed,50S ribosomal protein L12 honologue,ssl0438,NA,NA,NA,NA,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],translation [GO:0006412],structural constituent of ribosome [GO:0003735],ribosome [GO:0005840],GO:0005840; GO:0003735; GO:0006412,0.52921348314607,89,20.83,20.83,1,i5-27o,9.91,Translat,Ribosomal proteins,Chr,1535654,1535923
ssl0452,Unknown,2,Photosynthesis and respiration,Phycobilisome,phycobilisome degradation protein NblA,P73891,NBLA1_SYNY3,reviewed,Phycobilisome degradation protein NblA homolog 1,ssl0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19516129032258,62,0,0,0,o,7.2,Photosynth,Phycobilisome,Chr,1523796,1523984
ssl0453,Unknown,2,Photosynthesis and respiration,Phycobilisome,phycobilisome degradation protein NblA,P73890,NBLA2_SYNY3,reviewed,Phycobilisome degradation protein NblA homolog 2,ssl0453,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52166666666667,60,0,0,0,o,7.28,Photosynth,Phycobilisome,Chr,1523527,1523709
ssl0461,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P73882,Y46S_SYNY3,reviewed,Uncharacterized protein ssl0461,ssl0461,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40481927710843,83,0,0,0,o,9.47,Hypoth,Hypothetical,Chr,1515351,1515602
ssl0467,Unknown,2,Unknown,Unknown,unknown protein,P73875,P73875_SYNY3,unreviewed,Ssl0467 protein,ssl0467,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2070422535211,71,0,0,0,i,8.26,Unknown,Unknown,Chr,1508171,1508386
ssl0483,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74413,P74413_SYNY3,unreviewed,Ssl0483 protein,ssl0483,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06363636363636,66,0,0,0,o,7.19,Hypoth,Hypothetical,Chr,2132257,2132457
ssl0511,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,P74803,P74803_SYNY3,unreviewed,Ssl0511 protein,ssl0511,NA,NA,NA,NA,"regulation of transcription, DNA-templated [GO:0006355]","regulation of transcription, DNA-templated [GO:0006355]",NA,NA,GO:0006355,-0.9,61,0,0,0,o,7.12,Hypoth,Hypothetical,Chr,3042487,3042672
ssl0546,Cytoplasmic,8.96,Cellular processes,Cell division,septum site-determining protein MinE,Q55899,MINE_SYNY3,reviewed,Putative cell division topological specificity factor,minE ssl0546,NA,NA,NA,FUNCTION: Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity). {ECO:0000250}.,cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of barrier septum assembly [GO:0032955],cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of barrier septum assembly [GO:0032955],NA,NA,GO:0007049; GO:0051301; GO:0032955,-0.59587628865979,97,0,0,0,o,11.24,CellProc,Cell division,Chr,3007280,3007573
