System,Process,Pathway,Protein,short_name,full_name,EC-class
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0812,h16_A0812,"ABC-type transporter, permease component: MUT family",K02072 metI; D-methionine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1477,h16_B1477,"ABC-type transporter, permease component: MUT family",K02072 metI; D-methionine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0811,h16_A0811,"ABC-type transporter, ATPase component: MUT family",K02071 metN; D-methionine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1478,h16_B1478,"ABC-type transporter, ATPase component: PAAT family",K02071 metN; D-methionine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2757,h16_A2757,"ABC-type transporter, periplasmic component: PAAT family",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3310,h16_A3310,"ABC-type transporter, periplasmic component: PAAT family",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1807,h16_B1807,"ABC-type transporter, periplasmic component: PAAT family",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0047,hisJ,"ABC-type transporter, periplasmic component: PAAT family",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0333,h16_B0333,"ABC-type transporter, periplasmic component",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3199,h16_A3199,"ABC-type transporter, periplasmic component",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2490,h16_B2490,"ABC-type transporter, periplasmic component: PAAT family",K02030 ABC.PA.S; polar amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2754,h16_A2754,"ABC-type transporter, permease component: PAAT family",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2755,h16_A2755,"ABC-type transporter, permease component: PAAT family",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3309,h16_A3309,"ABC-type transporter, permease component: PAAT family",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1809,h16_B1809,"ABC-type transporter, permease component: PAAT family",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1808,h16_B1808,"ABC-type transporter, permease component",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2488,h16_B2488,"ABC-type transporter, permease component",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2489,h16_B2489,"ABC-type transporter, permease component",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0046,hisM,"ABC-type transporter, permease component: PAAT family",K02029 ABC.PA.P; polar amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2756,h16_A2756,"ABC-type transporter, ATPase component: PAAT family",K02028 ABC.PA.A; polar amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1810,h16_B1810,"ABC-type transporter, ATPase component: PAAT family",K02028 ABC.PA.A; polar amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3308,h16_A3308,"ABC-type transporter, ATPase component: PAAT family",K02028 ABC.PA.A; polar amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0045,hisP,"ABC-type transporter, ATPase component: PAAT family",K02028 ABC.PA.A; polar amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0717,dppD3,"ABC-type transporter, ATPase component: PepT family",K15583 oppD; oligopeptide transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0716,dppF3,"ABC-type transporter, ATPase component: PepT family",K10823 oppF; oligopeptide transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2100,dppA1b,"ABC-type transporter, periplasmic component: PepT family",K13889 gsiB; glutathione transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2099,dppB1,"ABC-type transporter, permease component: PepT family",K13890 gsiC; glutathione transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2098,dppC1,"ABC-type transporter, permease component: PepT family",K13891 gsiD; glutathione transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2101,dppD1,"ABC-type transporter, duplicated ATPase domains:PepT family",K13892 gsiA; glutathione transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2082,h16_A2082,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3298,h16_A3298,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1300,h16_A1300,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2466,h16_B2466,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1128,h16_B1128,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2642,h16_A2642,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2949,h16_A2949,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0718,dppA3,"ABC-type transporter, periplasmic component: PepT family",K02035 ABC.PE.S; peptide/nickel transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2083,h16_A2083,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3297,h16_A3297,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2465,h16_B2465,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1127,h16_B1127,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1301,h16_A1301,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1473,h16_A1473,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2950,h16_A2950,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0720,dppB3,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2084,h16_A2084,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3296,h16_A3296,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1302,h16_A1302,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2464,h16_B2464,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1126,h16_B1126,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1472,h16_A1472,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
